Date,Pred_Close_future10,Dummy,High,Low,Open,Close,Volume,Adj Close,Pred_Close_future10_offset
2020-09-01,,,23206.66015625,23047.76953125,23089.630859375,23138.0703125,59600000.0,23138.0703125,23893.710212992504
2020-09-02,,,23287.400390625,23170.8203125,23261.08984375,23247.150390625,52600000.0,23247.150390625,23859.125789458863
2020-09-03,,,23580.509765625,23426.109375,23524.490234375,23465.529296875,57500000.0,23465.529296875,23937.04371479526
2020-09-04,,,23257.689453125,23098.76953125,23130.3203125,23205.4296875,59300000.0,23205.4296875,23936.41413369216
2020-09-07,,,23218.220703125,23086.890625,23145.470703125,23089.94921875,57300000.0,23089.94921875,23875.941504873335
2020-09-08,,,23277.66015625,23129.66015625,23188.7890625,23274.130859375,62100000.0,23274.130859375,23950.48556856811
2020-09-09,,,23059.01953125,22878.7109375,22966.890625,23032.5390625,84400000.0,23032.5390625,23875.414528124966
2020-09-10,,,23250.310546875,23134.01953125,23193.470703125,23235.470703125,67600000.0,23235.470703125,23899.857838430675
2020-09-11,,,23412.9296875,23114.630859375,23114.630859375,23406.490234375,76900000.0,23406.490234375,23976.241265051067
2020-09-14,,,23582.2109375,23429.419921875,23431.16015625,23559.30078125,65400000.0,23559.30078125,23914.408750305418
2020-09-15,,,23477.859375,23351.349609375,23438.830078125,23454.890625,61800000.0,23454.890625,23782.550263842568
2020-09-16,,,23506.44921875,23397.4296875,23425.23046875,23475.529296875,63000000.0,23475.529296875,23702.400988169713
2020-09-17,,,23446.390625,23272.23046875,23416.619140625,23319.369140625,61100000.0,23319.369140625,23604.863374083303
2020-09-18,,,23398.4609375,23290.189453125,23321.189453125,23360.30078125,82600000.0,23360.30078125,23864.56600206718
2020-09-23,,,23370.130859375,23154.44921875,23245.890625,23346.490234375,77000000.0,23346.490234375,24125.01475951099
2020-09-24,,,23234.720703125,23039.48046875,23215.0,23087.8203125,70500000.0,23087.8203125,24182.499454974197
2020-09-25,,,23272.669921875,23154.66015625,23217.330078125,23204.619140625,72200000.0,23204.619140625,24581.68635980459
2020-09-28,,,23516.0390625,23303.029296875,23391.9609375,23511.619140625,82000000.0,23511.619140625,25023.512963780668
2020-09-29,,,23622.740234375,23347.640625,23410.5,23539.099609375,61300000.0,23539.099609375,25243.30455128709
2020-09-30,,,23522.380859375,23170.890625,23478.849609375,23185.119140625,88200000.0,23185.119140625,25160.139168470632
2020-10-02,,,23365.580078125,22951.41015625,23294.80078125,23029.900390625,86300000.0,23029.900390625,25169.40371505241
2020-10-05,,,23377.4296875,23252.689453125,23254.279296875,23312.140625,59500000.0,23312.140625,25535.820920389146
2020-10-06,,,23441.16015625,23331.400390625,23420.0703125,23433.73046875,57700000.0,23433.73046875,25753.33961363416
2020-10-07,,,23432.73046875,23272.44921875,23272.44921875,23422.8203125,52100000.0,23422.8203125,25771.76234157197
2020-10-08,,,23701.76953125,23477.73046875,23506.33984375,23647.0703125,56300000.0,23647.0703125,25719.15393692907
2020-10-09,,,23725.580078125,23552.73046875,23713.859375,23619.689453125,56100000.0,23619.689453125,25526.56238457188
2020-10-12,,,23597.91015625,23501.259765625,23588.740234375,23558.689453125,44900000.0,23558.689453125,25732.860150229884
2020-10-13,,,23667.900390625,23490.94921875,23667.900390625,23601.779296875,47200000.0,23601.779296875,26011.448157380568
2020-10-14,,,23656.69921875,23518.810546875,23545.66015625,23626.73046875,54000000.0,23626.73046875,26157.61826303741
2020-10-15,,,23581.16015625,23458.4296875,23548.44921875,23507.23046875,48300000.0,23507.23046875,26193.252511774655
2020-10-16,,,23538.740234375,23382.669921875,23478.400390625,23410.630859375,48100000.0,23410.630859375,26222.962561447173
2020-10-19,,,23707.16015625,23543.689453125,23543.689453125,23671.130859375,46300000.0,23671.130859375,26447.859711095458
2020-10-20,,,23674.869140625,23518.2890625,23587.869140625,23567.0390625,48700000.0,23567.0390625,26427.569070015103
2020-10-21,,,23702.30078125,23611.330078125,23615.51953125,23639.4609375,53300000.0,23639.4609375,26472.12992617674
2020-10-22,,,23555.779296875,23436.169921875,23525.58984375,23474.26953125,44900000.0,23474.26953125,26384.57974969456
2020-10-23,,,23587.900390625,23469.130859375,23558.7109375,23516.58984375,49200000.0,23516.58984375,26375.338865067344
2020-10-26,,,23572.599609375,23475.51953125,23520.779296875,23494.33984375,41700000.0,23494.33984375,26222.997867208906
2020-10-27,,,23485.80078125,23232.310546875,23376.9609375,23485.80078125,52700000.0,23485.80078125,26369.96053233277
2020-10-28,,,23451.029296875,23334.23046875,23372.609375,23418.509765625,67100000.0,23418.509765625,26343.121116941795
2020-10-29,23893.710212992504,,23374.099609375,23170.759765625,23170.759765625,23331.939453125,57500000.0,23331.939453125,26373.176953848917
2020-10-30,23859.125789458863,,23320.7109375,22948.470703125,23320.7109375,22977.130859375,76700000.0,22977.130859375,26100.10962780821
2020-11-02,23937.04371479526,,23370.91015625,23096.7890625,23110.740234375,23295.48046875,69700000.0,23295.48046875,26383.007619624026
2020-11-04,23936.41413369216,,23801.880859375,23505.779296875,23619.580078125,23695.23046875,81600000.0,23695.23046875,26500.047528645024
2020-11-05,23875.941504873335,,24112.419921875,23756.779296875,23776.19921875,24105.279296875,78600000.0,24105.279296875,26728.495323111303
2020-11-06,23950.48556856811,,24389.0,24039.16015625,24076.220703125,24325.23046875,73200000.0,24325.23046875,26745.055900099687
2020-11-09,23875.414528124966,,24962.80078125,24541.279296875,24568.83984375,24839.83984375,67000000.0,24839.83984375,26859.47922679782
2020-11-10,23899.857838430675,,25279.939453125,24833.1796875,25087.30078125,24905.58984375,128200000.0,24905.58984375,26563.440254502464
2020-11-11,23976.241265051067,,25401.30078125,25145.66015625,25145.66015625,25349.599609375,102500000.0,25349.599609375,26799.695288914954
2020-11-12,23914.408750305418,,25587.9609375,25316.599609375,25439.349609375,25520.880859375,80500000.0,25520.880859375,26863.44718739018
2020-11-13,23782.550263842568,,25456.1796875,25215.310546875,25405.640625,25385.869140625,77600000.0,25385.869140625,26830.876488618087
2020-11-16,23702.400988169713,,25928.1796875,25640.2890625,25652.689453125,25906.9296875,84900000.0,25906.9296875,27103.76903075166
2020-11-17,23604.863374083303,,26057.30078125,25851.5390625,26043.44921875,26014.619140625,84800000.0,26014.619140625,27266.542419209145
2020-11-18,23864.56600206718,,25882.140625,25656.69921875,25860.55078125,25728.140625,69200000.0,25728.140625,27361.5137799941
2020-11-19,24125.01475951099,,25650.859375,25474.939453125,25628.73046875,25634.33984375,82000000.0,25634.33984375,27448.027399979066
2020-11-20,24182.499454974197,,25555.369140625,25425.58984375,25486.830078125,25527.369140625,63400000.0,25527.369140625,27337.502125818282
2020-11-24,24581.68635980459,,26261.779296875,25901.44921875,25901.44921875,26165.58984375,81700000.0,26165.58984375,27507.330666066147
2020-11-25,25023.512963780668,,26706.419921875,26258.349609375,26468.51953125,26296.859375,92500000.0,26296.859375,27471.514630468562
2020-11-26,25243.30455128709,,26560.029296875,26255.470703125,26255.470703125,26537.310546875,63500000.0,26537.310546875,28004.029712276766
2020-11-27,25160.139168470632,,26672.400390625,26419.05078125,26530.279296875,26644.7109375,86200000.0,26644.7109375,28182.248350700364
2020-11-30,25169.40371505241,,26834.19921875,26405.830078125,26830.099609375,26433.619140625,147700000.0,26433.619140625,28100.65670713503
2020-12-01,25535.820920389146,,26852.16015625,26618.390625,26624.19921875,26787.5390625,73200000.0,26787.5390625,28617.4060346419
2020-12-02,25753.33961363416,,26889.900390625,26695.279296875,26884.990234375,26800.98046875,80200000.0,26800.98046875,28654.81062855106
2020-12-03,25771.76234157197,,26868.08984375,26719.23046875,26740.30078125,26809.369140625,69500000.0,26809.369140625,28540.714030193863
2020-12-04,25719.15393692907,,26799.830078125,26646.080078125,26697.259765625,26751.240234375,61600000.0,26751.240234375,28581.07676896616
2020-12-07,25526.56238457188,,26894.25,26500.3203125,26894.25,26547.439453125,61600000.0,26547.439453125,28453.649868845707
2020-12-08,25732.860150229884,,26523.30078125,26327.080078125,26380.3203125,26467.080078125,55100000.0,26467.080078125,28681.1647242622
2020-12-09,26011.448157380568,,26826.779296875,26520.599609375,26526.33984375,26817.939453125,61800000.0,26817.939453125,28836.105279925978
2020-12-10,26157.61826303741,,26852.76953125,26639.98046875,26688.5,26756.240234375,69200000.0,26756.240234375,28744.179207801353
2020-12-11,26193.252511774655,,26819.41015625,26553.009765625,26732.849609375,26652.51953125,74900000.0,26652.51953125,28643.71368532069
2020-12-14,26222.962561447173,,26870.470703125,26648.689453125,26659.529296875,26732.439453125,60000000.0,26732.439453125,28692.915266199736
2020-12-15,26447.859711095458,,26736.83984375,26605.5390625,26683.109375,26687.83984375,59300000.0,26687.83984375,28448.317430507857
2020-12-16,26427.569070015103,,26874.98046875,26717.029296875,26835.58984375,26757.400390625,61300000.0,26757.400390625,28234.264838845935
2020-12-17,26472.12992617674,,26843.05078125,26676.279296875,26744.5,26806.669921875,61500000.0,26806.669921875,28168.444643081166
2020-12-18,26384.57974969456,,26824.2890625,26707.30078125,26775.529296875,26763.390625,73800000.0,26763.390625,28249.429614845663
2020-12-21,26375.338865067344,,26905.669921875,26533.630859375,26834.099609375,26714.419921875,60700000.0,26714.419921875,28428.123835894978
2020-12-22,26222.997867208906,,26639.990234375,26361.66015625,26559.330078125,26436.390625,58600000.0,26436.390625,28383.24492374435
2020-12-23,26369.96053233277,,26585.2109375,26414.740234375,26580.4296875,26524.7890625,56000000.0,26524.7890625,28573.013322437182
2020-12-24,26343.121116941795,,26764.529296875,26605.259765625,26635.109375,26668.349609375,47900000.0,26668.349609375,28846.69193097856
2020-12-25,26373.176953848917,,26716.609375,26638.279296875,26708.099609375,26656.609375,33400000.0,26656.609375,29101.93769081682
2020-12-28,26100.10962780821,,26854.029296875,26664.599609375,26691.2890625,26854.029296875,50700000.0,26854.029296875,29380.55164026888
2020-12-29,26383.007619624026,,27602.51953125,26921.140625,26936.380859375,27568.150390625,59400000.0,27568.150390625,29872.017529140925
2020-12-30,26500.047528645024,,27572.5703125,27338.560546875,27559.099609375,27444.169921875,50600000.0,27444.169921875,29676.97803218616
2021-01-04,26728.495323111303,,27602.109375,27042.3203125,27575.5703125,27258.380859375,51500000.0,27258.380859375,29889.410327880643
2021-01-05,26745.055900099687,,27279.779296875,27073.4609375,27151.380859375,27158.630859375,55000000.0,27158.630859375,30036.965121000074
2021-01-06,26859.47922679782,,27196.400390625,27002.1796875,27102.849609375,27055.939453125,72700000.0,27055.939453125,30016.18913043849
2021-01-07,26563.440254502464,,27624.73046875,27340.4609375,27340.4609375,27490.130859375,98900000.0,27490.130859375,30061.92017006292
2021-01-08,26799.695288914954,,28139.029296875,27667.75,27720.140625,28139.029296875,84900000.0,28139.029296875,30434.736626409926
2021-01-12,26863.44718739018,,28287.369140625,27899.44921875,28004.369140625,28164.33984375,78800000.0,28164.33984375,30152.26640265528
2021-01-13,26830.876488618087,,28503.4296875,28133.58984375,28140.099609375,28456.58984375,70900000.0,28456.58984375,30335.531704210676
2021-01-14,27103.76903075166,,28979.529296875,28411.580078125,28442.73046875,28698.259765625,81900000.0,28698.259765625,30005.612282261252
2021-01-15,27266.542419209145,,28820.5,28477.029296875,28777.470703125,28519.1796875,74100000.0,28519.1796875,29712.95810674783
2021-01-18,27361.5137799941,,28349.970703125,28111.5390625,28238.6796875,28242.2109375,51900000.0,28242.2109375,29778.19237810839
2021-01-19,27448.027399979066,,28720.91015625,28373.33984375,28405.490234375,28633.4609375,58200000.0,28633.4609375,29908.84785253182
2021-01-20,27337.502125818282,,28801.189453125,28402.109375,28798.740234375,28523.259765625,69800000.0,28523.259765625,29470.627146408428
2021-01-21,27507.330666066147,,28846.150390625,28677.609375,28710.41015625,28756.859375,67700000.0,28756.859375,29346.503668777645
2021-01-22,27471.514630468562,,28698.1796875,28527.16015625,28580.19921875,28631.44921875,66900000.0,28631.44921875,29346.398548585363
2021-01-25,28004.029712276766,,28822.2890625,28566.849609375,28698.890625,28822.2890625,57300000.0,28822.2890625,29418.366938626394
2021-01-26,28182.248350700364,,28740.7109375,28527.810546875,28696.30078125,28546.1796875,63500000.0,28546.1796875,29316.56100565847
2021-01-27,28100.65670713503,,28754.990234375,28542.0,28665.33984375,28635.2109375,69000000.0,28635.2109375,29458.89831132721
2021-01-28,28617.4060346419,,28360.48046875,27975.849609375,28169.26953125,28197.419921875,123900000.0,28197.419921875,29573.527728097048
2021-01-29,28654.81062855106,,28320.720703125,27629.80078125,28320.720703125,27663.390625,91700000.0,27663.390625,29409.180871291086
2021-02-01,28540.714030193863,,28107.099609375,27649.0703125,27649.0703125,28091.05078125,65700000.0,28091.05078125,30093.146543811075
2021-02-02,28581.07676896616,,28379.310546875,28089.119140625,28207.48046875,28362.169921875,67500000.0,28362.169921875,30122.417432952672
2021-02-03,28453.649868845707,,28669.94921875,28402.30078125,28482.7109375,28646.5,84000000.0,28646.5,30357.488663196564
2021-02-04,28681.1647242622,,28600.220703125,28325.890625,28557.4609375,28341.94921875,81100000.0,28341.94921875,30002.28257929394
2021-02-05,28836.105279925978,,28785.7109375,28548.26953125,28631.4609375,28779.189453125,93200000.0,28779.189453125,29979.7072251013
2021-02-08,28744.179207801353,,29400.560546875,28817.599609375,28831.580078125,29388.5,93600000.0,29388.5,30124.66920632124
2021-02-09,28643.71368532069,,29585.75,29350.48046875,29435.609375,29505.9296875,86900000.0,29505.9296875,29575.813011530787
2021-02-10,28692.915266199736,,29562.9296875,29368.1796875,29412.55078125,29562.9296875,81100000.0,29562.9296875,29459.549751172308
2021-02-12,28448.317430507857,,29650.509765625,29417.3203125,29635.880859375,29520.0703125,79800000.0,29520.0703125,29532.7424713606
2021-02-15,28234.264838845935,,30092.33984375,29662.41015625,29662.41015625,30084.150390625,70300000.0,30084.150390625,30109.874993652338
2021-02-16,28168.444643081166,,30714.51953125,30191.650390625,30229.4609375,30467.75,81300000.0,30467.75,30208.32981042564
2021-02-17,28249.429614845663,,30398.19921875,30191.009765625,30366.8203125,30292.189453125,74800000.0,30292.189453125,30055.742972979904
2021-02-18,28428.123835894978,,30560.490234375,30140.009765625,30311.98046875,30236.08984375,77900000.0,30236.08984375,30086.43601175933
2021-02-19,28383.24492374435,,30169.58984375,29847.330078125,29970.58984375,30017.919921875,63700000.0,30017.919921875,30284.59055762505
2021-02-22,28573.013322437182,,30458.130859375,30089.1796875,30281.779296875,30156.029296875,62800000.0,30156.029296875,30473.931621406227
2021-02-24,28846.69193097856,,30089.58984375,29671.69921875,30020.109375,29671.69921875,79300000.0,29671.69921875,30296.02603701409
2021-02-25,29101.93769081682,,30213.279296875,30044.4296875,30077.26953125,30168.26953125,70100000.0,30168.26953125,30487.645921706222
2021-02-26,29380.55164026888,,29760.310546875,28966.009765625,29753.73046875,28966.009765625,92900000.0,28966.009765625,29793.8741511486
2021-03-01,29872.017529140925,,29686.390625,29396.0390625,29419.44921875,29663.5,62700000.0,29663.5,30415.518478810787
2021-03-02,29676.97803218616,,29996.390625,29314.8203125,29939.75,29408.169921875,70100000.0,29408.169921875,30024.957020705333
2021-03-03,29889.410327880643,,29604.369140625,29336.599609375,29482.119140625,29559.099609375,68800000.0,29559.099609375,30263.448805656284
2021-03-04,30036.965121000074,,29277.189453125,28711.0390625,29198.419921875,28930.109375,75200000.0,28930.109375,29962.233824409544
2021-03-05,30016.18913043849,,28867.830078125,28308.5703125,28725.48046875,28864.3203125,85800000.0,28864.3203125,30138.621410433203
2021-03-08,30061.92017006292,,29255.900390625,28644.259765625,29208.189453125,28743.25,92400000.0,28743.25,29830.024509638548
2021-03-09,30434.736626409926,,29053.560546875,28609.2109375,28748.869140625,29027.939453125,96700000.0,29027.939453125,30196.724170409143
2021-03-10,30152.26640265528,,29233.470703125,28960.08984375,29118.279296875,29036.560546875,83000000.0,29036.560546875,29795.052826280007
2021-03-11,30335.531704210676,,29255.419921875,28995.330078125,29033.919921875,29211.640625,78500000.0,29211.640625,29561.684795292094
2021-03-12,30005.612282261252,,29744.3203125,29210.400390625,29287.740234375,29717.830078125,96600000.0,29717.830078125,29829.06901841797
2021-03-15,29712.95810674783,,29884.73046875,29670.310546875,29804.5,29766.970703125,94100000.0,29766.970703125,29628.609387615812
2021-03-16,29778.19237810839,,30026.400390625,29755.470703125,29770.390625,29921.08984375,83800000.0,29921.08984375,29796.09595305985
2021-03-17,29908.84785253182,,29984.970703125,29825.16015625,29836.830078125,29914.330078125,74600000.0,29914.330078125,29809.309433364775
2021-03-18,29470.627146408428,,30485.0,30041.5,30148.48046875,30216.75,95400000.0,30216.75,29854.809253692627
2021-03-19,29346.503668777645,,30049.76953125,29621.220703125,29904.5703125,29792.05078125,128500000.0,29792.05078125,29656.81895093643
2021-03-22,29346.398548585363,,29472.98046875,29107.630859375,29444.099609375,29174.150390625,78800000.0,29174.150390625,29530.214077370474
2021-03-23,29418.366938626394,,29496.830078125,28995.919921875,29381.490234375,28995.919921875,79200000.0,28995.919921875,29548.295713805594
2021-03-24,29316.56100565847,,28867.669921875,28379.060546875,28765.55078125,28405.51953125,96000000.0,28405.51953125,29526.7112653153
2021-03-25,29458.89831132721,,28821.830078125,28414.919921875,28457.330078125,28729.880859375,72800000.0,28729.880859375,29650.858872892102
2021-03-26,29573.527728097048,,29240.740234375,28953.220703125,29068.51953125,29176.69921875,73700000.0,29176.69921875,29355.263118885923
2021-03-29,29409.180871291086,,29578.369140625,29200.880859375,29478.119140625,29384.51953125,107900000.0,29384.51953125,28861.932992094895
2021-03-30,30093.146543811075,,29478.19921875,29283.890625,29365.0390625,29432.69921875,79900000.0,29432.69921875,28809.389093892416
2021-03-31,30122.417432952672,,29348.990234375,29165.51953125,29278.330078125,29178.80078125,82000000.0,29178.80078125,28685.35547206062
2021-04-01,30357.488663196564,,29585.4609375,29318.8203125,29441.91015625,29388.869140625,75600000.0,29388.869140625,28844.71873325261
2021-04-02,30002.28257929394,,29869.669921875,29694.08984375,29704.66015625,29854.0,57200000.0,29854.0,29036.782851219177
2021-04-05,29979.7072251013,,30195.0,30024.25,30084.609375,30089.25,55400000.0,30089.25,29013.332389712334
2021-04-06,30124.66920632124,,30208.890625,29665.859375,30208.890625,29696.630859375,65500000.0,29696.630859375,28894.71355531714
2021-04-07,29575.813011530787,,29867.939453125,29523.55078125,29743.48046875,29730.7890625,61500000.0,29730.7890625,29168.26822683355
2021-04-08,29459.549751172308,,29744.7890625,29516.419921875,29675.880859375,29708.98046875,62600000.0,29708.98046875,29307.042280390393
2021-04-09,29532.7424713606,,30064.349609375,29768.060546875,29865.529296875,29768.060546875,64900000.0,29768.060546875,29274.44975304487
2021-04-12,30109.874993652338,,29876.0390625,29538.73046875,29874.4296875,29538.73046875,50200000.0,29538.73046875,29174.974058284424
2021-04-13,30208.32981042564,,29897.109375,29573.7890625,29605.689453125,29751.609375,54900000.0,29751.609375,29634.198697024025
2021-04-14,30055.742972979904,,29722.400390625,29567.1796875,29718.060546875,29620.990234375,57200000.0,29620.990234375,29599.295173168182
2021-04-15,30086.43601175933,,29787.66015625,29558.55078125,29573.900390625,29642.689453125,50600000.0,29642.689453125,29626.05463592999
2021-04-16,30284.59055762505,,29789.080078125,29621.830078125,29789.080078125,29683.369140625,49100000.0,29683.369140625,29551.187227457995
2021-04-19,30473.931621406227,,29808.009765625,29530.83984375,29688.3203125,29685.369140625,44700000.0,29685.369140625,29660.679130018456
2021-04-20,30296.02603701409,,29361.279296875,29014.359375,29355.869140625,29100.380859375,59900000.0,29100.380859375,29412.625296207843
2021-04-21,30487.645921706222,,28778.9296875,28419.83984375,28660.359375,28508.55078125,71000000.0,28508.55078125,29374.294210936874
2021-04-22,29793.8741511486,,29192.390625,28800.859375,28880.779296875,29188.169921875,55100000.0,29188.169921875,29744.39599268092
2021-04-23,30415.518478810787,,29035.33984375,28770.619140625,28939.119140625,29020.630859375,47500000.0,29020.630859375,29551.537066095043
2021-04-26,30024.957020705333,,29241.279296875,28896.369140625,29095.490234375,29126.23046875,49200000.0,29126.23046875,29521.18380496744
2021-04-27,30263.448805656284,,29187.109375,28990.189453125,29174.529296875,28991.890625,59400000.0,28991.890625,29406.011216921732
2021-04-28,29962.233824409544,,29139.69921875,28875.91015625,28935.509765625,29053.970703125,61400000.0,29053.970703125,29630.332271660212
2021-04-30,30138.621410433203,,29046.490234375,28760.26953125,28996.66015625,28812.630859375,78400000.0,28812.630859375,29591.03758745175
2021-05-06,29830.024509638548,,29430.220703125,28966.470703125,29024.009765625,29331.369140625,94300000.0,29331.369140625,29973.81173766288
2021-05-07,30196.724170409143,,29449.859375,29237.359375,29330.44921875,29357.8203125,67500000.0,29357.8203125,29755.648041034117
2021-05-10,29795.052826280007,,29685.41015625,29346.140625,29376.890625,29518.33984375,66300000.0,29518.33984375,29772.58805855876
2021-05-11,29561.684795292094,,29289.119140625,28535.359375,29238.560546875,28608.58984375,73200000.0,28608.58984375,28863.432706364896
2021-05-12,29829.06901841797,,28831.029296875,27888.58984375,28712.099609375,28147.509765625,90000000.0,28147.509765625,28831.611108302604
2021-05-13,29628.609387615812,,27961.9609375,27385.029296875,27929.009765625,27448.009765625,80500000.0,27448.009765625,28777.32903282903
2021-05-14,29796.09595305985,,28139.9609375,27723.69921875,27723.69921875,28084.470703125,73500000.0,28084.470703125,29293.66259654425
2021-05-17,29809.309433364775,,28312.779296875,27632.529296875,28310.4609375,27824.830078125,63900000.0,27824.830078125,29076.180015558377
2021-05-18,29854.809253692627,,28481.169921875,27931.5703125,27931.5703125,28406.83984375,74700000.0,28406.83984375,29609.816857310943
2021-05-19,29656.81895093643,,28216.650390625,27842.98046875,28031.220703125,28044.44921875,68700000.0,28044.44921875,29255.618842639495
2021-05-20,29530.214077370474,,28176.869140625,27821.9609375,27875.5,28098.25,56800000.0,28098.25,29312.8217073977
2021-05-21,29548.295713805594,,28411.560546875,28193.029296875,28269.609375,28317.830078125,58700000.0,28317.830078125,29220.100111875683
2021-05-24,29526.7112653153,,28584.1796875,28212.3203125,28212.3203125,28364.609375,54700000.0,28364.609375,29219.185150358826
2021-05-25,29650.858872892102,,28576.970703125,28443.740234375,28516.990234375,28553.98046875,54000000.0,28553.98046875,29199.79215197498
2021-05-26,29355.263118885923,,28710.830078125,28396.619140625,28396.619140625,28642.189453125,64200000.0,28642.189453125,29273.115310396766
2021-05-27,28861.932992094895,,28587.2109375,28360.560546875,28543.3203125,28549.009765625,138200000.0,28549.009765625,29007.945737706963
2021-05-28,28809.389093892416,,29194.109375,28899.66015625,28912.5390625,29149.41015625,80600000.0,29149.41015625,29116.820989710046
2021-05-31,28685.35547206062,,29147.7109375,28791.599609375,29019.44921875,28860.080078125,53800000.0,28860.080078125,28613.72237680026
2021-06-01,28844.71873325261,,29075.470703125,28611.25,28998.650390625,28814.33984375,47400000.0,28814.33984375,28859.966111677233
2021-06-02,29036.782851219177,,29003.55078125,28565.830078125,28730.810546875,28946.140625,71000000.0,28946.140625,29278.158607577905
2021-06-03,29013.332389712334,,29157.16015625,28879.150390625,28890.390625,29058.109375,58500000.0,29058.109375,29268.800038637593
2021-06-04,28894.71355531714,,28991.240234375,28764.6796875,28901.419921875,28941.51953125,55800000.0,28941.51953125,29148.011345561128
